40.700395,-74.313341
40.701433,-74.312199
40.705058,-74.30172
40.705553,-74.316846
40.705805,-74.001147
40.706034,-74.088877
40.706043,-74.01839
40.706617,-74.001599
40.706689,-74.007336
40.706823,-74.272083
40.706876,-74.018543
40.706889,-74.008816
40.706893,-74.006796
40.70691,-74.265391
40.706912,-74.273224
40.706928,-74.520042
40.706952,-74.092736
40.707,-74.0028
40.707151,-74.002939
40.70724,-74.008282
40.707262,-74.00153
40.707318,-74.323792
40.707322,-74.316914
40.70736,-74.306135
40.707422,-74.316278
40.707433,-74.19553
40.707451,-74.010584
40.707466,-74.011307
40.707508,-74.058279
40.70753,-74.008924
40.70755596,-74.01127283
40.70761,-74.007894
40.707615,-74.055245
40.707638,-74.305648
40.70768,-74.006795
40.707684,-74.082835
40.707701,-74.001153
40.707726,-74.014059
40.707728,-74.012387
40.707745,-74.301458
40.70781,-74.315868
40.70782,-74.077226
40.707829,-74.273504
40.707838,-74.315546
40.707863,-74.044235
40.707872,-74.323188
40.70788,-74.01181
40.707908,-74.364453
40.70791,-74.218688
40.70791,-74.30181
40.707925,-74.276594
40.707946,-74.055383
40.707961,-74.01006
40.707978,-74.31632
40.707994,-74.013174
40.708055,-74.054016
40.708062,-74.313898
40.708068,-74.017072
40.708081,-74.00216
40.708125,-74.386867
40.708157,-74.010866
40.708181,-74.404056
40.708182,-74.035363
40.708222,-74.364951
40.708239,-74.007947
40.708247,-74.000546
40.708263,-74.292828
40.708265,-74.365404
40.70828,-74.01147
40.708311,-74.08736
40.70832,-74.385514
40.70833,-74.012005
40.708346,-74.015967
40.708354,-74.547564
40.708359,-74.014624
40.708396,-74.556621
40.708398,-74.014242
40.708412,-74.0074
40.708422,-74.266004
40.708422,-74.19952
40.708445,-74.345346
40.708458,-74.012688
40.70847,-74.219762
40.708528,-74.00851
40.708559,-74.007638
40.70856,-74.011775
40.708567,-74.590957
40.708583,-74.268513
40.708591,-74.015925
40.708597,-74.013241
40.708605,-74.000935
40.708627,-74.404791
40.708711,-74.053076
40.708721,-74.262062
40.708729,-74.073577
40.70873,-74.011116
40.708732,-74.003829
40.70874,-74.00951
40.708749,-74.01837
40.708754,-74.313964
40.708782,-74.010662
40.70879,-74.009374
40.708805,-74.65856
40.708816,-74.009853
40.708837,-73.99912
40.708859,-74.314223
40.708896,-74.013529
40.708915,-74.008935
40.708917,-74.403958
40.708928,-74.174159
40.708932,-74.016345
40.708959,-74.221029
40.708998,-74.001283
40.709025,-74.002393
40.709027,-74.014765
40.709044,-74.087201
40.709047,-74.004958
40.709092,-74.311089
40.709095,-74.007989
40.709096,-74.005242
40.709135,-74.502757
40.709135,-74.081116
40.709151,-74.017101
40.709183,-74.01566
40.709196,-74.014127
40.709199,-74.00664
40.709255,-74.313245
40.709259,-74.001642
40.7093,-74.543301
40.709315,-74.011799
40.709316,-74.087664
40.709318,-74.403635
40.709319,-74.221805
40.709335,-73.997038
40.709344,-73.996369
40.709367,-74.056448
40.709375,-74.008213
40.70939,-74.006352
40.709478,-73.996194
40.709496,-74.017965
40.709502,-74.267654
40.70955912,-74.01045367
40.709563,-74.007396
40.709575,-74.013448
40.709595,-74.086121
40.709595,-74.051631
40.709604,-73.999833
40.709633,-73.999094
40.709634,-74.011366
40.709641,-74.010338
40.709642,-74.080345
40.709683,-74.086964
40.709749,-74.001188
40.709757,-74.543832
40.709765,-74.015359
40.709769,-74.006188
40.709785,-74.012695
40.7098,-74.232183
40.709815,-74.263755
40.709864,-74.014498
40.709865,-74.012734
40.709935,-74.088258
40.709938,-74.012554
40.70999,-74.088011
40.710003,-74.311945
40.71001,-73.996625
40.710051,-74.076337
40.710058,-74.212285
40.710067,-74.009904
40.710073,-73.997569
40.710173,-74.007629
40.710217,-74.54337
40.710228,-73.995849
